ConvID,text,ratings
395,"Hi, did you see @196336 ? Yes it was a pretty good movie. Then you would like @114851 if you haven't seen it. You like Sci Fi stuff like @204292 ? I am more of a @143189 kind of person. Did you see any of the Star Wars parody movies? @143189 was pretty funny? I do not think I have seen that one. Who is in it? Have you seen any cartoon movies like @204322 ? Yes those are really funny. I think I will watch @143189 Thanks for the recommendation. @143189 r Wars Clones is a claymation movie. That sounds great. ","[(-2, 8), (2922, 0), (4265, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
395,"Hi, did you see @196336 ? Yes it was a pretty good movie. Then you would like @114851 if you haven't seen it. You like Sci Fi stuff like @204292 ? I am more of a @143189 kind of person. Did you see any of the Star Wars parody movies? @143189 was pretty funny? I do not think I have seen that one. Who is in it? Have you seen any cartoon movies like @204322 ? Yes those are really funny. I think I will watch @143189 Thanks for the recommendation. @143189 r Wars Clones is a claymation movie. That sounds great. It is. You like blood and gore movies? If so, you might like @128905 . No I do not like that genre of movie. The star wars movie is perfect for me ","[(-2, 9), (4265, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
397,@163606 It is a nice movie. What say? ,"[(-2, 1), (5040, 1), (2786, 1), (3725, 1), (1494, 1), (3352, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
397,@163606 It is a nice movie. What say? @90950 Was a marvelous 3D experience personally for me I really liked that movie but haven't seen it in a while. Are you a Michelle Rodriquez fan? ,"[(-2, 2), (2786, 1), (3725, 1), (1494, 1), (3352, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
397,@163606 It is a nice movie. What say? @90950 Was a marvelous 3D experience personally for me I really liked that movie but haven't seen it in a while. Are you a Michelle Rodriquez fan? No. I am not. I like sci-fi movies. Have you watched @155969 ,"[(-2, 3), (1494, 1), (3352, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
397,@163606 It is a nice movie. What say? @90950 Was a marvelous 3D experience personally for me I really liked that movie but haven't seen it in a while. Are you a Michelle Rodriquez fan? No. I am not. I like sci-fi movies. Have you watched @155969 My another favorite sci-fi movies are @79320 and @84001 ,"[(-2, 5), (3352, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
397,@163606 It is a nice movie. What say? @90950 Was a marvelous 3D experience personally for me I really liked that movie but haven't seen it in a while. Are you a Michelle Rodriquez fan? No. I am not. I like sci-fi movies. Have you watched @155969 My another favorite sci-fi movies are @79320 and @84001 No I have not seen that one but have seen all the @204292 movies. Do you like those ,"[(-2, 6), (3352, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
397,"@163606 It is a nice movie. What say? @90950 Was a marvelous 3D experience personally for me I really liked that movie but haven't seen it in a while. Are you a Michelle Rodriquez fan? No. I am not. I like sci-fi movies. Have you watched @155969 My another favorite sci-fi movies are @79320 and @84001 No I have not seen that one but have seen all the @204292 movies. Do you like those Yes, I love @204292 series ","[(-2, 7), (3352, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
407,Hello Hello What movie would you suggest to watch ,"[(-2, 0), (5476, 1), (2742, 1), (2191, 1), (4203, 1), (1074, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
407,Hello Hello What movie would you suggest to watch @184418 Have you seen that movie before? ,"[(-2, 1), (2742, 1), (2191, 1), (4203, 1), (1074, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
407,Hello Hello What movie would you suggest to watch @184418 Have you seen that movie before? I love that scary movies. I love @125431 Yes I love Annabelle as well. That is a good movie. I never knew a doll could be so scary Me either. But I love scary movies. What other movies do you like to watch? ,"[(-2, 2), (2191, 1), (4203, 1), (1074, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
407,Hello Hello What movie would you suggest to watch @184418 Have you seen that movie before? I love that scary movies. I love @125431 Yes I love Annabelle as well. That is a good movie. I never knew a doll could be so scary Me either. But I love scary movies. What other movies do you like to watch? Funny movies! LIke @204331 What about you Yes I love that movie. I never get tired of watching it. I like certain action movies li-03i25. ,"[(-2, 3), (4203, 1), (1074, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
407,Hello Hello What movie would you suggest to watch @184418 Have you seen that movie before? I love that scary movies. I love @125431 Yes I love Annabelle as well. That is a good movie. I never knew a doll could be so scary Me either. But I love scary movies. What other movies do you like to watch? Funny movies! LIke @204331 What about you Yes I love that movie. I never get tired of watching it. I like certain action movies li-03i25. I like certain action movies like @141788 ,"[(-2, 4), (1074, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
407,Hello Hello What movie would you suggest to watch @184418 Have you seen that movie before? I love that scary movies. I love @125431 Yes I love Annabelle as well. That is a good movie. I never knew a doll could be so scary Me either. But I love scary movies. What other movies do you like to watch? Funny movies! LIke @204331 What about you Yes I love that movie. I never get tired of watching it. I like certain action movies li-03i25. I like certain action movies like @141788 Me too! I love all those movies. I also like @119144 ,"[(-2, 5), (1074, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
411,Hello how are you? Which movies do you suggest to watch? ,"[(-2, 0), (4155, 1), (1504, 1), (2742, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
411,Hello how are you? Which movies do you suggest to watch? Hey There! Im good. I love scary movies. Have you ever seen @166736 I love scary movies too! No I haven't seen that movie yet. Have I love it because the sharks make it so much more scary. I would never want to be stuck like that with them swimming near me! How about you. ,"[(-2, 1), (1504, 1), (2742, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
411,"Hello how are you? Which movies do you suggest to watch? Hey There! Im good. I love scary movies. Have you ever seen @166736 I love scary movies too! No I haven't seen that movie yet. Have I love it because the sharks make it so much more scary. I would never want to be stuck like that with them swimming near me! How about you. Have you seen the movie @184418 I don't like sharks, And that would be very scary. What other movies do you like? ","[(-2, 2), (2742, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
415,Hello! What movies do you suggest to watch? Hi! I'm supposed to get suggestions from you for what movies to watch ,"[(-2, 0), (4155, 1), (4203, 1), (2697, 1), (1577, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
415,Hello! What movies do you suggest to watch? Hi! I'm supposed to get suggestions from you for what movies to watch I would suggest watching the movie @204331  It's funny ,"[(-2, 1), (4203, 1), (2697, 1), (1577, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
415,Hello! What movies do you suggest to watch? Hi! I'm supposed to get suggestions from you for what movies to watch I would suggest watching the movie @204331  It's funny and I love the movie @184418 I do enjoy comedies. Pretty much any genre of movie. I love comedy movies too. ,"[(-2, 2), (4203, 1), (2697, 1), (1577, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
415,"Hello! What movies do you suggest to watch? Hi! I'm supposed to get suggestions from you for what movies to watch I would suggest watching the movie @204331  It's funny and I love the movie @184418 I do enjoy comedies. Pretty much any genre of movie. I love comedy movies too. I have never seen either, but I have heard of @184418 . I really wanted to see it I like certain action movies. ","[(-2, 3), (4203, 1), (2697, 1), (1577, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
415,"Hello! What movies do you suggest to watch? Hi! I'm supposed to get suggestions from you for what movies to watch I would suggest watching the movie @204331  It's funny and I love the movie @184418 I do enjoy comedies. Pretty much any genre of movie. I love comedy movies too. I have never seen either, but I have heard of @184418 . I really wanted to see it I like certain action movies. Yes @184418  is a good movie. ","[(-2, 4), (2697, 1), (1577, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
415,"Hello! What movies do you suggest to watch? Hi! I'm supposed to get suggestions from you for what movies to watch I would suggest watching the movie @204331  It's funny and I love the movie @184418 I do enjoy comedies. Pretty much any genre of movie. I love comedy movies too. I have never seen either, but I have heard of @184418 . I really wanted to see it I like certain action movies. Yes @184418  is a good movie. Have you seen @119144 ","[(-2, 5), (4155, 1), (4203, 1), (2697, 1), (1577, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
415,"Hello! What movies do you suggest to watch? Hi! I'm supposed to get suggestions from you for what movies to watch I would suggest watching the movie @204331  It's funny and I love the movie @184418 I do enjoy comedies. Pretty much any genre of movie. I love comedy movies too. I have never seen either, but I have heard of @184418 . I really wanted to see it I like certain action movies. Yes @184418  is a good movie. Have you seen @119144 What is @204331 about? ","[(-2, 6), (1577, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
415,"Hello! What movies do you suggest to watch? Hi! I'm supposed to get suggestions from you for what movies to watch I would suggest watching the movie @204331  It's funny and I love the movie @184418 I do enjoy comedies. Pretty much any genre of movie. I love comedy movies too. I have never seen either, but I have heard of @184418 . I really wanted to see it I like certain action movies. Yes @184418  is a good movie. Have you seen @119144 What is @204331 about? I haven't seen @119144 but I would love to see that and @177160 It's about these friends who get together and plan a trip to go to New Orleans but one of the friends husband cheats on her with someone from social media. ","[(-2, 8), (1577, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
418,Hey! What kind of movies do you like to watch? ,"[(-2, 0), (1626, 1), (903, 1), (3072, 1), (1223, 1), (6518, 1), (1084, 1), (3494, 1), (4457, 1), (5216, 1), (427, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
418,Hey! What kind of movies do you like to watch? I like mysterious movies like @84001 ,"[(-2, 1), (903, 1), (3072, 1), (1223, 1), (6518, 1), (1084, 1), (3494, 1), (4457, 1), (5216, 1), (427, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
418,"Hey! What kind of movies do you like to watch? I like mysterious movies like @84001 Or movies about drugs and crime like @201231 , or @172109 ","[(-2, 3), (1223, 1), (6518, 1), (1084, 1), (3494, 1), (4457, 1), (5216, 1), (427, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
418,"Hey! What kind of movies do you like to watch? I like mysterious movies like @84001 Or movies about drugs and crime like @201231 , or @172109 whoops, I mean @178950 I haven't seen any of them, but I've heard of them all. ","[(-2, 4), (6518, 1), (1084, 1), (3494, 1), (4457, 1), (5216, 1), (427, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
418,"Hey! What kind of movies do you like to watch? I like mysterious movies like @84001 Or movies about drugs and crime like @201231 , or @172109 whoops, I mean @178950 I haven't seen any of them, but I've heard of them all. Have you ever seen @170119 ? It's a pretty decent suspenseful movie ","[(-2, 5), (1084, 1), (3494, 1), (4457, 1), (5216, 1), (427, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
418,"Hey! What kind of movies do you like to watch? I like mysterious movies like @84001 Or movies about drugs and crime like @201231 , or @172109 whoops, I mean @178950 I haven't seen any of them, but I've heard of them all. Have you ever seen @170119 ? It's a pretty decent suspenseful movie Or @196336 ? That's probably my favorite movie that incorporates both drugs and crime ","[(-2, 6), (3494, 1), (4457, 1), (5216, 1), (427, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
418,"Hey! What kind of movies do you like to watch? I like mysterious movies like @84001 Or movies about drugs and crime like @201231 , or @172109 whoops, I mean @178950 I haven't seen any of them, but I've heard of them all. Have you ever seen @170119 ? It's a pretty decent suspenseful movie Or @196336 ? That's probably my favorite movie that incorporates both drugs and crime Oh, yeah, I haven't seen that since I was a kid. I recently watched @202190 though, super spooky ","[(-2, 7), (1084, 1), (3494, 1), (4457, 1), (5216, 1), (427, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
418,"Hey! What kind of movies do you like to watch? I like mysterious movies like @84001 Or movies about drugs and crime like @201231 , or @172109 whoops, I mean @178950 I haven't seen any of them, but I've heard of them all. Have you ever seen @170119 ? It's a pretty decent suspenseful movie Or @196336 ? That's probably my favorite movie that incorporates both drugs and crime Oh, yeah, I haven't seen that since I was a kid. I recently watched @202190 though, super spooky @196336 is iconic, I've heard, it's on my list, haha It's a definite must see! do you enjoy Quentin Tarantino's works? ","[(-2, 8), (4457, 1), (5216, 1), (427, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
418,"Hey! What kind of movies do you like to watch? I like mysterious movies like @84001 Or movies about drugs and crime like @201231 , or @172109 whoops, I mean @178950 I haven't seen any of them, but I've heard of them all. Have you ever seen @170119 ? It's a pretty decent suspenseful movie Or @196336 ? That's probably my favorite movie that incorporates both drugs and crime Oh, yeah, I haven't seen that since I was a kid. I recently watched @202190 though, super spooky @196336 is iconic, I've heard, it's on my list, haha It's a definite must see! do you enjoy Quentin Tarantino's works? @202190 is a great one too! If you're looking for more good Stephen King movies try @181097 ","[(-2, 10), (5216, 1), (427, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
418,"Hey! What kind of movies do you like to watch? I like mysterious movies like @84001 Or movies about drugs and crime like @201231 , or @172109 whoops, I mean @178950 I haven't seen any of them, but I've heard of them all. Have you ever seen @170119 ? It's a pretty decent suspenseful movie Or @196336 ? That's probably my favorite movie that incorporates both drugs and crime Oh, yeah, I haven't seen that since I was a kid. I recently watched @202190 though, super spooky @196336 is iconic, I've heard, it's on my list, haha It's a definite must see! do you enjoy Quentin Tarantino's works? @202190 is a great one too! If you're looking for more good Stephen King movies try @181097 The original @120349 is a good one too. So much better than the newer one, which is also pretty good ","[(-2, 11), (427, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
419,Hi! I'm looking for some suggestions for good movies. What would you recommend? ,"[(-2, 0), (1344, 1), (5549, 0), (3963, 1), (1958, 1), (74, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
419,"Hi! I'm looking for some suggestions for good movies. What would you recommend? Hi, have you seen  @170119 ? I enjoy pretty much any movie. But I really like suspenseful movies ","[(-2, 1), (1344, 1), (5549, 0), (3963, 1), (1958, 1), (74, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
419,"Hi! I'm looking for some suggestions for good movies. What would you recommend? Hi, have you seen  @170119 ? I enjoy pretty much any movie. But I really like suspenseful movies I was actually just going to mention that. I love @170119 The ending was ruined for me the first time I watched it but I still really enjoyed it It was a good movie I thought. ","[(-2, 2), (5549, 0), (3963, 1), (1958, 1), (74, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
419,"Hi! I'm looking for some suggestions for good movies. What would you recommend? Hi, have you seen  @170119 ? I enjoy pretty much any movie. But I really like suspenseful movies I was actually just going to mention that. I love @170119 The ending was ruined for me the first time I watched it but I still really enjoyed it It was a good movie I thought. Another good movie was @137985 I've never seen that one. What's it about? Good action and great story. It has Jeff Bridges in it. Sounds good! I enjoy most action movies too as long as there's no Tom Cruise in it What is a good movie you seen lately? LOL!  I am not a big Tom fan at all. ","[(-2, 3), (3963, 1), (1958, 1), (74, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
419,"Hi! I'm looking for some suggestions for good movies. What would you recommend? Hi, have you seen  @170119 ? I enjoy pretty much any movie. But I really like suspenseful movies I was actually just going to mention that. I love @170119 The ending was ruined for me the first time I watched it but I still really enjoyed it It was a good movie I thought. Another good movie was @137985 I've never seen that one. What's it about? Good action and great story. It has Jeff Bridges in it. Sounds good! I enjoy most action movies too as long as there's no Tom Cruise in it What is a good movie you seen lately? LOL!  I am not a big Tom fan at all. I want to see @93013 ","[(-2, 4), (1958, 1), (74, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
419,"Hi! I'm looking for some suggestions for good movies. What would you recommend? Hi, have you seen  @170119 ? I enjoy pretty much any movie. But I really like suspenseful movies I was actually just going to mention that. I love @170119 The ending was ruined for me the first time I watched it but I still really enjoyed it It was a good movie I thought. Another good movie was @137985 I've never seen that one. What's it about? Good action and great story. It has Jeff Bridges in it. Sounds good! I enjoy most action movies too as long as there's no Tom Cruise in it What is a good movie you seen lately? LOL!  I am not a big Tom fan at all. I want to see @93013 The only Tom Cruise I liked was @163231 ","[(-2, 5), (5549, 0), (3963, 1), (1958, 1), (74, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]"
